PROCESS	SENT_ID	SENTENCE	ARG_ID	START_IDX	END_IDX	SPAN	ROLE
evaporation	472	evaporation occurs when heat from the sun causes water on earth's surface to turn into water vapor.	5	15	15	turn	A2
evaporation	472	evaporation occurs when heat from the sun causes water on earth's surface to turn into water vapor.	2	17	18	water vapor	A3
evaporation	484	evaporation is caused by heat, the energy of molecules in motion.	0	5	5	heat	A1
evaporation	505	evaporation is the process by which liquids gradually turn into gases over time.	1	7	7	liquids	A0
evaporation	505	evaporation is the process by which liquids gradually turn into gases over time.	2	9	9	turn	A2
evaporation	505	evaporation is the process by which liquids gradually turn into gases over time.	0	11	11	gases	A3
evaporation	514	the resulting evaporation helps to cool them down.	0	6	8	cool them down	A3
evaporation	517	evaporation is the process of losing heat through the conversion of water to gas (evaporation of sweat).	0	6	6	losing	A2
evaporation	529	evaporation is caused by collisions in the liquid phase.	0	5	9	collisions in the liquid phase	A1
evolution	115	students should have the understanding that evolution is the process by which life progresses from one form into another.	1	1	1	students	NONE
evolution	115	students should have the understanding that evolution is the process by which life progresses from one form into another.	2	2	2	should	NONE
evolution	115	students should have the understanding that evolution is the process by which life progresses from one form into another.	3	3	3	have	NONE
evolution	115	students should have the understanding that evolution is the process by which life progresses from one form into another.	0	14	14	progresses	A2
evolution	115	students should have the understanding that evolution is the process by which life progresses from one form into another.	5	15	17	from one form	NONE
evolution	326	evolution is the process by which life progresses from one form into another.	0	8	8	progresses	A2
evolution	326	evolution is the process by which life progresses from one form into another.	1	9	11	from one form	NONE
evolution	363	evolution is the process by which we progress until we emerge into the fullness of our destiny as children of god that all god's children will one day reach his...	0	8	8	progress	A2
fertilization	194	in short, foliar fertilization is the process of feeding plants through their leaves rather than going the slower route of delivering nutrients through...	0	10	10	feeding	A2
fertilization	530	fertilization: fertilization is the process of applying a large number of natural and synthetic materials, including manure and nitrogen, phosphorus, and...	1	8	8	applying	A2
fertilization	530	fertilization: fertilization is the process of applying a large number of natural and synthetic materials, including manure and nitrogen, phosphorus, and...	3	18	18	including	NONE
fertilization	530	fertilization: fertilization is the process of applying a large number of natural and synthetic materials, including manure and nitrogen, phosphorus, and...	5	19	23	manure and nitrogen , phosphorus	NONE
friction	234	friction is the resistance to motion of one object moving against another.	0	4	4	resistance	A2
friction	385	friction is the force resisting the relative motion of solid surfaces, fluid layers, and material elements sliding against each other.	0	4	4	force	A2
friction	407	friction is the force that opposes the motion of an object.	0	4	4	force	A2
germination	19	seed germination depends on factors such as soil moisture content, the way seed makes contact with soil particles, the level of soil surface coverage by plant.	0	8	10	soil moisture content	A1
germination	60	germination is the process of sprouting a seed into a living, growing seedling.	2	6	6	sprouting	A2
germination	60	germination is the process of sprouting a seed into a living, growing seedling.	3	13	13	growing	NONE
germination	60	germination is the process of sprouting a seed into a living, growing seedling.	0	14	14	seedling	A3
germination	96	seed dormancy is a type of latency in which absence of germination is caused by obstacles in the seed itself.	0	16	20	obstacles in the seed itself	A1
germination	112	maximum germination occurs when there is free water present.	0	7	9	free water present	A1
germination	118	sprouting or pre-harvest germination is caused by damp or rainy weather conditions during the final stage of maturation of the new crop.	0	8	12	damp or rainy weather conditions	A1
germination	253	seed germination occurs when the seeds imbibe water after being moistened and life processes begin.	1	1	2	seed germination	A2
germination	253	seed germination occurs when the seeds imbibe water after being moistened and life processes begin.	4	3	3	occurs	NONE
germination	253	seed germination occurs when the seeds imbibe water after being moistened and life processes begin.	0	10	11	being moistened	A1
germination	253	seed germination occurs when the seeds imbibe water after being moistened and life processes begin.	2	11	11	moistened	NONE
germination	366	here we tested whether the delay in germination is caused by thermodormancy, and whether seedlings are able to emerge after burial.	2	1	1	here	NONE
germination	366	here we tested whether the delay in germination is caused by thermodormancy, and whether seedlings are able to emerge after burial.	4	2	2	we	NONE
germination	366	here we tested whether the delay in germination is caused by thermodormancy, and whether seedlings are able to emerge after burial.	6	3	3	tested	NONE
germination	366	here we tested whether the delay in germination is caused by thermodormancy, and whether seedlings are able to emerge after burial.	9	5	8	the delay in germination	NONE
germination	366	here we tested whether the delay in germination is caused by thermodormancy, and whether seedlings are able to emerge after burial.	5	10	10	caused	NONE
germination	366	here we tested whether the delay in germination is caused by thermodormancy, and whether seedlings are able to emerge after burial.	0	12	12	thermodormancy	A1
germination	366	here we tested whether the delay in germination is caused by thermodormancy, and whether seedlings are able to emerge after burial.	3	16	16	seedlings	NONE
germination	366	here we tested whether the delay in germination is caused by thermodormancy, and whether seedlings are able to emerge after burial.	7	20	20	emerge	NONE
germination	366	here we tested whether the delay in germination is caused by thermodormancy, and whether seedlings are able to emerge after burial.	8	21	22	after burial	NONE
germination	380	this shows that warmth is necessary for germination.	0	4	4	warmth	A1
germination	386	water is necessary for germination to take place.	0	1	1	water	A1
germination	399	germination is the process by which the seed develops into a seedling.	0	9	9	develops	A2
germination	473	germination is the process by which a seed develops into a seedling.	0	9	9	develops	A2
germination	492	ga stimulates germination and its synthesis upon seed imbibition is necessary for germination to take place.	0	1	1	ga	A1
grafting	55	a: grafting is the process of taking two different trees and combing them into one plant.	0	8	8	taking	A2
grafting	85	grafting is the process of adding nodes to inferred decision trees to improve the predictive accuracy.	0	6	6	adding	A2
grafting	126	grafting is the process of joining scion wooddormant shoots of last season's growthto a rootstock: the part that supplies the roots, anything from a small,...	0	6	6	joining	A2
grafting	196	grafting is the process of combining rootstocks and scions...	0	6	6	combining	A2
grafting	290	grafting is the act of joining two plants together.	1	6	6	joining	A2
grafting	290	grafting is the act of joining two plants together.	0	7	9	two plants together	A0
grafting	337	grafting is the process of connecting two different plants so they grow as one.	0	6	6	connecting	A2
grafting	369	grafting is the process of uniting two or more plant parts so that they grow as one.	0	6	6	uniting	A2
grafting	405	grafting is the process of taking a branch from one tree and grafting it on to different tree stock.	0	6	6	taking	A2
grafting	432	grafting is the process of injuring a tree to encourage a better or different growing ...	0	6	6	injuring	A2
grafting	499	grafting is the process of combining two plants into one to create a more...	0	6	6	combining	A2
hibernation	124	hibernation occurs when the insects are maintained under autumn conditions.	2	1	1	hibernation	A2
hibernation	124	hibernation occurs when the insects are maintained under autumn conditions.	5	2	2	occurs	NONE
hibernation	124	hibernation occurs when the insects are maintained under autumn conditions.	1	4	5	the insects	A0
hibernation	124	hibernation occurs when the insects are maintained under autumn conditions.	3	7	7	maintained	A2
hibernation	124	hibernation occurs when the insects are maintained under autumn conditions.	0	8	10	under autumn conditions	A1
hibernation	140	hibernation is caused by daylight and temperature.	0	5	7	daylight and temperature	A1
hibernation	189	the purpose of hibernation is to escape the need to burn too much fuel to stay alive during a cold spell when adequate food is not available.	0	7	27	escape the need to burn too much fuel to stay alive during a cold spell when adequate food is not available	A3
hibernation	225	the purpose of hibernation is to conserve energy during a period when sufficient food is scarce.	0	7	16	conserve energy during a period when sufficient food is scarce	A3
hibernation	390	animals put on fat which is necessary for hibernation.	1	2	2	put	NONE
hibernation	390	animals put on fat which is necessary for hibernation.	0	4	4	fat	A1
hibernation	402	hibernation is caused by cold, winter conditions.	0	5	8	cold , winter conditions	A1
hibernation	426	hibernation is caused by several things.	0	5	6	several things	A1
hibernation	451	the occurrence of sleep, shallow torpor and hibernation depends on factors such as the environmental temperature, amounts of body fat, extenal.	3	1	9	the occurrence of sleep , shallow torpor and hibernation	NONE
hibernation	451	the occurrence of sleep, shallow torpor and hibernation depends on factors such as the environmental temperature, amounts of body fat, extenal.	2	10	10	depends	NONE
hibernation	451	the occurrence of sleep, shallow torpor and hibernation depends on factors such as the environmental temperature, amounts of body fat, extenal.	1	15	17	the environmental temperature	A1
hibernation	513	hibernation occurs when an animal needs to conserve energy to get through the food-scare months of winter.	0	7	17	to conserve energy to get through the food-scare months of winter	A1
hibernation	522	impaired muscle regeneration in hibernation is caused by inhibition of satellite cell activation and myoblast differentiation.	0	9	16	inhibition of satellite cell activation and myoblast differentiation	A1
meiosis	36	these are novel observations because the disregulation of meiosis is caused by a change in the somatic cells.	0	13	18	a change in the somatic cells	A1
meiosis	67	therefore the purpose of meiosis is to produce gametes, the sperm and egg cells.	0	8	15	produce gametes , the sperm and egg cells	A3
meiosis	139	meiosis is the process of separating the alleles and the random recombination is the fusion of two gametes during fertilization.	1	6	6	separating	A2
meiosis	139	meiosis is the process of separating the alleles and the random recombination is the fusion of two gametes during fertilization.	0	7	12	the alleles and the random recombination	A0
meiosis	159	meiosis is the process of making haploid sex cells.	1	6	6	making	A2
meiosis	159	meiosis is the process of making haploid sex cells.	2	7	8	haploid sex	NONE
meiosis	159	meiosis is the process of making haploid sex cells.	0	9	9	cells	A3
meiosis	188	significance meiosis helps to maintain the chromosome number constant in each plant & animal species.	0	5	15	maintain the chromosome number constant in each plant & animal species	A3
meiosis	227	thus meiosis helps to maintain the constant number of chromosomes for a particular species.	0	5	14	maintain the constant number of chromosomes for a particular species	A3
meiosis	279	the purpose of meiosis is to produce eggs and sperm with only 23 chromosomes, so fertilization can produce a fertilized egg (zygote) with 46 chromosomes.	0	7	14	produce eggs and sperm with only 23 chromosomes	A3
meiosis	297	therefore the purpose of meiosis is to produce gametes; the sperm and eggs.	0	8	9	produce gametes	A3
meiosis	305	meiosis is caused by activation of mei3 expression.	0	5	8	activation of mei3 expression	A1
meiosis	306	the key regulator of meiosis is the maturation-promoting factor (mpf) (masui & markert 1971), which consists the catalytic p34cdc2...	2	21	21	consists	NONE
meiosis	306	the key regulator of meiosis is the maturation-promoting factor (mpf) (masui & markert 1971), which consists the catalytic p34cdc2...	1	22	24	the catalytic p34cdc2	A1
meiosis	315	the purpose of meiosis is to shuffle genetic information and cut the cellular chromosome number in half, from 46 chromosomes to 23 chromosomes.	1	1	4	the purpose of meiosis	NONE
meiosis	315	the purpose of meiosis is to shuffle genetic information and cut the cellular chromosome number in half, from 46 chromosomes to 23 chromosomes.	0	11	11	cut	A2
meiosis	315	the purpose of meiosis is to shuffle genetic information and cut the cellular chromosome number in half, from 46 chromosomes to 23 chromosomes.	4	12	17	the cellular chromosome number in half	NONE
meiosis	315	the purpose of meiosis is to shuffle genetic information and cut the cellular chromosome number in half, from 46 chromosomes to 23 chromosomes.	2	20	21	46 chromosomes	NONE
meiosis	315	the purpose of meiosis is to shuffle genetic information and cut the cellular chromosome number in half, from 46 chromosomes to 23 chromosomes.	3	23	24	23 chromosomes	NONE
meiosis	335	meiosis is the process of making normal diploid cells.	1	6	6	making	A2
meiosis	335	meiosis is the process of making normal diploid cells.	0	7	9	normal diploid cells	A3
meiosis	371	the purpose of meiosis is to divide the genome in half, but first the dna is doubled in replication, just as mitosis.	0	7	11	divide the genome in half	A3
meiosis	431	meiosis is the type of cell division that creates egg and sperm cells.	2	9	9	creates	NONE
meiosis	431	meiosis is the type of cell division that creates egg and sperm cells.	0	10	13	egg and sperm cells	A3
meiosis	502	meiosis is the process of making gametes, also known as eggs and sperm in most animals.	0	6	6	making	A2
meiosis	503	thus, meiosis helps to generate improved variety, and results incredible diversity of life on earth.	0	6	8	generate improved variety	A3
meiosis	504	meiosis is the process of producing gametes, which are sperm cells and egg cells.	1	6	6	producing	A2
meiosis	504	meiosis is the process of producing gametes, which are sperm cells and egg cells.	0	7	7	gametes	A3
melting	2	melting is the process of transforming a subset of the code within a moco to models without introducing...	0	6	6	transforming	A2
melting	14	many believe that melting is caused by global warming.	0	8	9	global warming	A1
melting	21	melting is the process of converting raw material in to molten metal.	1	6	6	converting	A2
melting	21	melting is the process of converting raw material in to molten metal.	0	7	8	raw material	A0
melting	40	energy is necessary for melting an other volume of the titanium wire, with the mass.	0	1	1	energy	A1
melting	42	melting is the process of converting a solid into a liquid.	1	6	6	converting	A2
melting	42	melting is the process of converting a solid into a liquid.	0	7	8	a solid	A0
melting	49	melting is caused by quantum exchanges of molecules.	0	5	8	quantum exchanges of molecules	A1
melting	77	which is necessary for melting the existing crystals (at specified temperatures), is calculated by integrating the area between the enthalpy curve and the...	5	5	5	melting	NONE
melting	77	which is necessary for melting the existing crystals (at specified temperatures), is calculated by integrating the area between the enthalpy curve and the...	8	6	8	the existing crystals	NONE
melting	77	which is necessary for melting the existing crystals (at specified temperatures), is calculated by integrating the area between the enthalpy curve and the...	6	10	13	at specified temperatures )	NONE
melting	77	which is necessary for melting the existing crystals (at specified temperatures), is calculated by integrating the area between the enthalpy curve and the...	0	16	16	calculated	NONE
melting	77	which is necessary for melting the existing crystals (at specified temperatures), is calculated by integrating the area between the enthalpy curve and the...	2	18	18	integrating	NONE
melting	77	which is necessary for melting the existing crystals (at specified temperatures), is calculated by integrating the area between the enthalpy curve and the...	3	19	20	the area	NONE
melting	77	which is necessary for melting the existing crystals (at specified temperatures), is calculated by integrating the area between the enthalpy curve and the...	1	21	26	between the enthalpy curve and the	NONE
melting	83	trapolation is necessary for melting temperatures at greater depths.	0	1	1	trapolation	A1
melting	165	metal melting is the process of producing a liquid metal of the required composition at the required rate, and with the required amount of superheat while...	0	7	7	producing	A2
melting	208	melting is caused by heat: when the molecules of a solid move fast enough, they break out of their rigid pattern.	1	1	1	melting	A2
melting	208	melting is caused by heat: when the molecules of a solid move fast enough, they break out of their rigid pattern.	3	3	3	caused	NONE
melting	208	melting is caused by heat: when the molecules of a solid move fast enough, they break out of their rigid pattern.	0	5	5	heat	A1
melting	208	melting is caused by heat: when the molecules of a solid move fast enough, they break out of their rigid pattern.	4	8	17	the molecules of a solid move fast enough , they	NONE
melting	208	melting is caused by heat: when the molecules of a solid move fast enough, they break out of their rigid pattern.	5	21	23	their rigid pattern	NONE
melting	233	melting is the process of transforming a crystal or an amorphous solid into a liquid.	1	6	6	transforming	A2
melting	233	melting is the process of transforming a crystal or an amorphous solid into a liquid.	0	7	12	a crystal or an amorphous solid	A0
melting	295	while scientists cannot say that all the melting is caused by climate change, they believe this is "very, very compelling evidence" that man-made...	0	13	14	climate change	A1
melting	413	probably because the melting is caused by sooty ice.	0	8	9	sooty ice	A1
melting	463	the lack of systematic scientific data to prove the melting is caused by climate change, allows naysayers to deny that the glaciers are retreating abnormally fast.	2	8	8	prove	NONE
melting	463	the lack of systematic scientific data to prove the melting is caused by climate change, allows naysayers to deny that the glaciers are retreating abnormally fast.	13	9	10	the melting	NONE
melting	463	the lack of systematic scientific data to prove the melting is caused by climate change, allows naysayers to deny that the glaciers are retreating abnormally fast.	7	12	12	caused	NONE
melting	463	the lack of systematic scientific data to prove the melting is caused by climate change, allows naysayers to deny that the glaciers are retreating abnormally fast.	0	14	15	climate change	A1
melting	463	the lack of systematic scientific data to prove the melting is caused by climate change, allows naysayers to deny that the glaciers are retreating abnormally fast.	6	17	17	allows	NONE
melting	463	the lack of systematic scientific data to prove the melting is caused by climate change, allows naysayers to deny that the glaciers are retreating abnormally fast.	5	18	18	naysayers	NONE
melting	463	the lack of systematic scientific data to prove the melting is caused by climate change, allows naysayers to deny that the glaciers are retreating abnormally fast.	11	20	20	deny	NONE
melting	463	the lack of systematic scientific data to prove the melting is caused by climate change, allows naysayers to deny that the glaciers are retreating abnormally fast.	10	22	23	the glaciers	NONE
melting	463	the lack of systematic scientific data to prove the melting is caused by climate change, allows naysayers to deny that the glaciers are retreating abnormally fast.	9	25	25	retreating	NONE
melting	463	the lack of systematic scientific data to prove the melting is caused by climate change, allows naysayers to deny that the glaciers are retreating abnormally fast.	12	26	27	abnormally fast	NONE
melting	523	melting is the process of changing something from a solid into a liquid (like ice into liquid water).	1	6	6	changing	A2
melting	523	melting is the process of changing something from a solid into a liquid (like ice into liquid water).	0	7	10	something from a solid	A0
melting	526	ice-melting is the process of placing a short circuit at one end of a sub-transmission line, essentially turning the line into a heating element which melts the ice.	0	6	6	placing	A2
melting	528	melting is the process by which a solid changes state into a liquid.	0	7	9	a solid changes	A0
metamorphosis	57	in amphibian tadpoles, metamorphosis causes the developmental maturation of liver enzymes, hemoglobin, and eye pigments, as well as the remodeling of the...	0	7	27	the developmental maturation of liver enzymes , hemoglobin , and eye pigments , as well as the remodeling of the ...	A3
metamorphosis	116	the first stage of complete metamorphosis occurs when an adult female butterfly lays an egg or "ova" on the specific host plant for that species.	4	1	6	the first stage of complete metamorphosis	NONE
metamorphosis	116	the first stage of complete metamorphosis occurs when an adult female butterfly lays an egg or "ova" on the specific host plant for that species.	3	7	7	occurs	A2
metamorphosis	116	the first stage of complete metamorphosis occurs when an adult female butterfly lays an egg or "ova" on the specific host plant for that species.	0	9	12	an adult female butterfly	A1
metamorphosis	116	the first stage of complete metamorphosis occurs when an adult female butterfly lays an egg or "ova" on the specific host plant for that species.	2	13	13	lays	A2
metamorphosis	116	the first stage of complete metamorphosis occurs when an adult female butterfly lays an egg or "ova" on the specific host plant for that species.	1	21	27	the specific host plant for that species	A1
metamorphosis	171	metamorphosis causes an acceleration in scp-ir neuron addition.	0	3	9	an acceleration in scp-ir neuron addition .	A3
metamorphosis	250	morphologically this metamorphosis is the disappearance of the notochordal tissue and replacement by a cartilaginous type [20].	0	6	6	disappearance	A2
metamorphosis	318	as in anuran metamorphosis, insect metamorphosis causes a major restructuring of the organism's nervous system.	3	1	3	as in anuran	NONE
metamorphosis	318	as in anuran metamorphosis, insect metamorphosis causes a major restructuring of the organism's nervous system.	4	4	7	metamorphosis , insect metamorphosis	NONE
metamorphosis	318	as in anuran metamorphosis, insect metamorphosis causes a major restructuring of the organism's nervous system.	2	8	8	causes	NONE
metamorphosis	318	as in anuran metamorphosis, insect metamorphosis causes a major restructuring of the organism's nervous system.	1	9	17	a major restructuring of the organism 's nervous system	A3
metamorphosis	348	one readily observed consequence of anuran metamorphosis is the movement of the eyes forward from their originally lateral position (figure 18	0	10	10	movement	A2
metamorphosis	376	of metamorphosis causes an increased amount of radioactive rna to appear in the 78s monomers and 100s dimers as well as in the polysomes.	3	5	5	increased	NONE
metamorphosis	376	of metamorphosis causes an increased amount of radioactive rna to appear in the 78s monomers and 100s dimers as well as in the polysomes.	1	11	11	appear	NONE
metamorphosis	376	of metamorphosis causes an increased amount of radioactive rna to appear in the 78s monomers and 100s dimers as well as in the polysomes.	4	12	14	in the 78s	NONE
metamorphosis	398	complete metamorphosis is the way butterflies, bees, flies, beetles and many other insects develop.	0	14	16	many other insects	A0
metamorphosis	398	complete metamorphosis is the way butterflies, bees, flies, beetles and many other insects develop.	1	17	17	develop	A2
metamorphosis	474	we show that body size does not affect regeneration in adult axolotls, but metamorphosis causes a twofold reduction in regeneration rate, and lead to carpal and...	0	17	22	a twofold reduction in regeneration rate	A3
mimicry	117	in evolutionary biology, mimicry is the imitation of one species by another species that results in protection from predators to one or both of the...	0	8	8	imitation	A2
mimicry	128	mimicry is the similarity of one species to another which protects one or both species.	0	4	4	similarity	A2
mitosis	10	yes, the purpose of mitosis is to produce two identical cells...	0	9	12	produce two identical cells	A3
mitosis	105	mitosis is the process of segregating equal complements of the replicated genome to daughter cells before...	0	6	6	segregating	A2
mitosis	111	mitosis is the reason why human bodies can grow...	2	6	7	human bodies	NONE
mitosis	111	mitosis is the reason why human bodies can grow...	1	8	8	can	NONE
mitosis	111	mitosis is the reason why human bodies can grow...	0	9	9	grow	A3
mitosis	173	mitosis is the division of somatic cells when genetic information from one single cell is equally dispersed into two daughter cells.	0	4	4	division	A2
mitosis	203	mitosis is the process of separating the duplicates of each of the cell's chromosomes.	0	6	6	separating	A2
mitosis	218	mitosis is the process by which a cell nucleus divides into two...	1	7	9	a cell nucleus	A0
mitosis	218	mitosis is the process by which a cell nucleus divides into two...	2	10	10	divides	A2
mitosis	218	mitosis is the process by which a cell nucleus divides into two...	0	12	12	two	A3
mitosis	226	we now know that the purpose of mitosis is to distribute genetically identical copies of genetic material to each of the two daughter cells.	0	11	24	distribute genetically identical copies of genetic material to each of the two daughter cells	A3
mitosis	278	mitosis is the process of dividing chromosomes during cell division in eukaryotic cells .	1	6	6	dividing	A2
mitosis	278	mitosis is the process of dividing chromosomes during cell division in eukaryotic cells .	0	7	7	chromosomes	A0
mitosis	291	mitosis is the process by which a zygote turns into an adult animal by copying its own cells over and over and increasing in size; meiosis is the process by which...	1	7	8	a zygote	A0
mitosis	291	mitosis is the process by which a zygote turns into an adult animal by copying its own cells over and over and increasing in size; meiosis is the process by which...	2	9	9	turns	A2
mitosis	291	mitosis is the process by which a zygote turns into an adult animal by copying its own cells over and over and increasing in size; meiosis is the process by which...	0	11	13	an adult animal	A3
mitosis	299	mitosis is the process of dividing a cell and its nucleus into two cells which each have their own nucleus.	1	6	6	dividing	A2
mitosis	299	mitosis is the process of dividing a cell and its nucleus into two cells which each have their own nucleus.	0	7	11	a cell and its nucleus	A0
mitosis	373	the purpose of mitosis is to produce two daughter cells, each containing a complete set ...	0	7	16	produce two daughter cells , each containing a complete set	A3
mitosis	427	the purpose of mitosis is to divide the cell into two new fully functional cells.	0	7	15	divide the cell into two new fully functional cells	A3
mitosis	434	mitosis causes the number of cells to double.	2	1	1	mitosis	A2
mitosis	434	mitosis causes the number of cells to double.	4	2	2	causes	NONE
mitosis	434	mitosis causes the number of cells to double.	0	3	6	the number of cells	A3
mitosis	434	mitosis causes the number of cells to double.	3	8	8	double	NONE
mitosis	443	mitosis causes the cells to regenerate and the skin to heal following a severe burn.	0	3	16	the cells to regenerate and the skin to heal following a severe burn .	A3
mitosis	444	for the purposes of reproduction, mitosis helps to produce two organisms of the same species.	0	10	16	produce two organisms of the same species	A3
mitosis	453	mitosis is the process of forming (generally) identical daughter cells by replicating and dividing the original chromosomes, in effect making a cellular xerox.	4	6	6	forming	A2
mitosis	453	mitosis is the process of forming (generally) identical daughter cells by replicating and dividing the original chromosomes, in effect making a cellular xerox.	0	8	12	generally ) identical daughter cells	A3
mitosis	453	mitosis is the process of forming (generally) identical daughter cells by replicating and dividing the original chromosomes, in effect making a cellular xerox.	2	14	14	replicating	A2
mitosis	453	mitosis is the process of forming (generally) identical daughter cells by replicating and dividing the original chromosomes, in effect making a cellular xerox.	1	16	16	dividing	A2
mitosis	453	mitosis is the process of forming (generally) identical daughter cells by replicating and dividing the original chromosomes, in effect making a cellular xerox.	3	23	23	making	A2
mitosis	453	mitosis is the process of forming (generally) identical daughter cells by replicating and dividing the original chromosomes, in effect making a cellular xerox.	8	24	26	a cellular xerox	NONE
mitosis	459	mitosis is the process by which a single cell divides into two identical cells, each containing the same number of chromosomes and genetic content as the...	2	7	9	a single cell	A0
mitosis	459	mitosis is the process by which a single cell divides into two identical cells, each containing the same number of chromosomes and genetic content as the...	3	10	10	divides	A2
mitosis	459	mitosis is the process by which a single cell divides into two identical cells, each containing the same number of chromosomes and genetic content as the...	0	12	16	two identical cells , each	A3
mitosis	459	mitosis is the process by which a single cell divides into two identical cells, each containing the same number of chromosomes and genetic content as the...	4	17	17	containing	NONE
mitosis	459	mitosis is the process by which a single cell divides into two identical cells, each containing the same number of chromosomes and genetic content as the...	5	18	25	the same number of chromosomes and genetic content	NONE
mitosis	459	mitosis is the process by which a single cell divides into two identical cells, each containing the same number of chromosomes and genetic content as the...	7	26	27	as the	NONE
mitosis	476	mitosis is the process by which a single cell divides into two daughter cells.	1	7	9	a single cell	A0
mitosis	476	mitosis is the process by which a single cell divides into two daughter cells.	2	10	10	divides	A2
mitosis	476	mitosis is the process by which a single cell divides into two daughter cells.	0	12	14	two daughter cells	A3
molting	26	molting is the process of shedding skin to allow for...	0	6	6	shedding	A2
molting	95	molting is the process of shedding the...	0	6	6	shedding	A2
molting	170	molting is the process of replacing old worn feathers with new ones.	0	6	6	replacing	A2
molting	258	molting is the process of shedding and renewing its feathers.	0	6	6	shedding	A2
molting	270	molting is the process of losing old feathers and growing fresh replacements.	0	6	6	losing	A2
molting	389	molting is the process of shedding old skin, feathers or...	0	6	6	shedding	A2
molting	433	molting is the process of replacing worn feathers.	1	6	6	replacing	A2
molting	433	molting is the process of replacing worn feathers.	0	7	8	worn feathers	A1
molting	446	molting is the process of shedding a shell and growing a larger and stronger one.	1	6	6	shedding	A2
molting	446	molting is the process of shedding a shell and growing a larger and stronger one.	0	10	10	growing	A2
molting	446	molting is the process of shedding a shell and growing a larger and stronger one.	4	11	15	a larger and stronger one	NONE
molting	515	molting is the process of replacing old feathers with new feathers.	0	6	6	replacing	A2
nitrogen_cycle	120	nitrogen cycle is the process of converting toxic ammonia into harmless nitrogen, by different types of bacteria.	1	7	7	converting	A2
nitrogen_cycle	120	nitrogen cycle is the process of converting toxic ammonia into harmless nitrogen, by different types of bacteria.	0	11	12	harmless nitrogen	A3
nitrogen_cycle	123	nitrogen cycle is the transformation which is carried out via both biological and non-biological processes.	0	5	5	transformation	A2
nitrogen_cycle	199	nitrogen cycle is the process of converting the ammonia produced from fish waste...	0	7	7	converting	A2
nitrogen_cycle	441	simply put, the nitrogen cycle is the process by which nitrogen is changed into different chemical forms.	0	14	14	changed	A2
nitrogen_fixation	81	nitrogen fixation is the process of reducing atmospheric dinitrogen to ammonia, carried out by the enzyme nitrogenase using a source of reductant and energy...	0	7	7	reducing	A2
nitrogen_fixation	147	nitrogen fixation is the process by which n2 gas is fixed into a biologically-available form and can be important in.	0	11	11	fixed	A2
nitrogen_fixation	216	nitrogen fixation is the process of converting nitrogen gas to a fixed form which is a nitrogenous compound, such as ammonia (nh3) or ammonium (nh4+).	0	7	7	converting	A2
nitrogen_fixation	327	nitrogen fixation is the process of converting unusable nitrogen (atmospheric nitrogen) into usable nitrogen (ammonia).	0	7	7	converting	A2
nitrogen_fixation	416	nitrogen fixation is the process of converting inert atmospheric n2 into biologically usable forms of nitrogen such as ammonium and nitrogen oxides.	0	7	7	converting	A2
nitrogen_fixation	489	nitrogen fixation is the process by which nitrogen is taken from its stable gas form (n2) in air and changes into other nitrogen compounds (such as ammonia,...	0	10	10	taken	A2
nitrogen_fixation	507	biological nitrogen fixation is the process of capturing atmospheric nitrogen by biological processes.	0	8	8	capturing	A2
nitrogen_fixation	518	nitrogen fixation is the process of converting atmospheric nitrogen into an inorganic form that plants can use.	1	7	7	converting	A2
nitrogen_fixation	518	nitrogen fixation is the process of converting atmospheric nitrogen into an inorganic form that plants can use.	3	15	15	plants	NONE
nitrogen_fixation	518	nitrogen fixation is the process of converting atmospheric nitrogen into an inorganic form that plants can use.	4	16	16	can	NONE
nitrogen_fixation	518	nitrogen fixation is the process of converting atmospheric nitrogen into an inorganic form that plants can use.	2	17	17	use	NONE
orbit	167	earth's orbit is the path in which the earth travels around the sun.	0	6	6	path	A2
orbit	183	it has been suggested that sedna's orbit is the result of influence by a large binary companion to the sun, thousands of au distant.	0	1	1	it	NONE
orbit	183	it has been suggested that sedna's orbit is the result of influence by a large binary companion to the sun, thousands of au distant.	2	4	4	suggested	NONE
orbit	183	it has been suggested that sedna's orbit is the result of influence by a large binary companion to the sun, thousands of au distant.	1	5	26	that sedna 's orbit is the result of influence by a large binary companion to the sun , thousands of au distant	NONE
osmosis	0	osmosis causes the stronger solution to become more diluted and tends to equalize the opposing solutions.	0	3	17	the stronger solution to become more diluted and tends to equalize the opposing solutions .	A3
osmosis	9	osmosis is the movement of water through a partially permeable membrane down a concentration gradient from a dilute solution (where there is a high...	0	4	4	movement	A2
osmosis	17	with nutrient absorption, osmosis causes ions to move...	0	7	10	ions to move ...	A3
osmosis	22	formally, reverse osmosis is the process of forcing a solvent from a region of high solute concentration through a semi permeable membrane to a region of low...	0	9	9	forcing	A2
osmosis	38	in simple terms, reverse osmosis is the process of pushing a solution through a filter that traps the solute on one side and allows the pure solvent to be obtained...	0	11	11	pushing	A2
osmosis	39	osmosis causes bacteria to swell and die.	0	3	8	bacteria to swell and die .	A3
osmosis	43	reverse osmosis is the process of pushing water through a semi-permeable membrane to remove impurities and harmful contaminants.	4	7	7	pushing	A2
osmosis	43	reverse osmosis is the process of pushing water through a semi-permeable membrane to remove impurities and harmful contaminants.	5	9	12	through a semi-permeable membrane	NONE
